File Name,Attribute,Delimiter,Data Type,Related Values,Documented Data Description,Screen ID,Fld,Screen Title,PADP Label,Field Label,Validation File,PADP Table,PADP Column,Personally Identifiable Information,File Notes,,,,,
ASSETS,27.0,,D,,Depreciation Start Date,ASR2.S1,18,ASSET REGISTRATION,Depn Start Date,Depn Start Date,,assets,depn_start_date,,,,,,,
ASSETS,28.0,,N2,,Purchase Cost,ASR2.S1,6,ASSET REGISTRATION,Purchase Cost Dollar,Purchase Cost $,,assets,purchase_cost_dollar,,,,,,,
ASSETS,29.0,,X,,"Taxation Basis of Depreciation D,DE,P or PE",ASR2.S1,21,ASSET REGISTRATION,Tax Depn Basis,Tax Depn Basis,,assets,tax_depn_basis,,,,,,,
ASSETS,30.0,,X,,Optional id,,,,Optional ID,Optional ID,,assets,optional_id,,,,,,,
ASSETS,31.0,,N,,Quantity,ASR2.S1,12,ASSET REGISTRATION,Quantity,Quantity,,assets,quantity,,,,,,,
ASSETS,32.0,,D,,Date Received,ASR2.S1,8,ASSET REGISTRATION,Date Received,Date Received,,assets,date_received,,,,,,,
ASSETS,33.0,,A,M,Filed by information,ASR2.S1,,ASSET REGISTRATION,Filed,Filed,OPERATORS,assets,filed,,,,,,,
ASSETS,34.0,,B,,Engraved (Y/N) 1 and 0,ASR2.S1,13,ASSET REGISTRATION,Engraved,Engraved Y/N,,assets,engraved,,,,,,,
ASSETS,35.0,,B,,Maintainable item (Y/N) 1 and 0,ASR2.S1,14,ASSET REGISTRATION,Maint'able Item,Maint'able Item,,assets,maint_able_item,,,,,,,
ASSETS,36.0,,D,,Condemnation Date,ASR2.S3,3,ASSET DISPOSAL/SALE,Condemnation Date,Condemnation Date,,assets,condemnation_date,,,,,,,
ASSETS,37.0,,X,,Condemnation No,ASR2.S3,2,ASSET DISPOSAL/SALE,Condemnation No,Condemnation No,,assets,condemnation_no,,,,,,,
ASSETS,38.0,,X,,Remarks,ASR2.S1,28,ASSET REGISTRATION,Remarks,Remarks,,assets,remarks,,,,,,,
ASSETS,39.0,,D,,Previous Revaluation Date,,,,Previous Revaluation Date,Previous Revaluation Date,,assets,previous_revaluation_date,,,,,,,
ASSETS,40.0,,N2,,Total Value of Increases to MDV of asset as a result of revaluation,,,,Total Value Inc,Total Value of Increases to asset MDV due to revaluation,,assets,total_value_inc,,,,,,,
ASSETS,41.0,,D,,Date of most recent Revaluation,,,,Date of most recent Revaluation,Date of most recent Revaluation,,assets,date_of_most_recent_revaluation,,,,,,,
ASSET-SALES,0.0,,X,,Asset Number,ASR2.S3,1,ASSET DISPOSAL/SALE,Asset Number,Asset Number,ASSETS,asset_sales,,,,,,,,
ASSET-SALES,1.0,,X,,Description of Sold Asset A,,,,Description of Sold Asset,Description of Sold Asset,,asset_sales,description_of_sold_asset,,,,,,,
ASSET-SALES,2.0,,D,,Date of Sale D,ASR2.S3,4,ASSET DISPOSAL/SALE,Date of Sale,Date of Sale,,asset_sales,date_of_sale,,,,,,,
ASSET-SALES,3.0,,N2,,Sale Price N,ASR2.S3,5,ASSET DISPOSAL/SALE,Sale Proceeds,Sale Proceeds,,asset_sales,sale_proceeds,,,,,,,
ASSET-SALES,4.0,,A,M,"Operator,Time of file",ASR2.S3,,ASSET DISPOSAL/SALE,Filed,Filed,OPERATORS,asset_sales,filed,,,,,,,
ASSET-SALES,5.0,,X,M1,Comments From Disposal/Sale Screen,ASR2.S3,6,ASSET DISPOSAL/SALE,Comments,Comments,,asset_sales,comments,,,,,,,
ASSET-SALES,6.0,,N2,M2,Deprcn amts to be used if item is sold before aging date Each m/v is a dollor amt corresponding to each month USED IN VERSION 1 ONLY,,,,Deprcn amts,Deprcn amts to be used if item is sold before aging date,,asset_sales,deprcn_amts,,,,,,,
AUDIT.APPT.REG.UPD,0.1,:,X,M,Op Code,,,,Op Code,Op Code,OPERATORS,audit_appt_reg_upd,,,,,,,,
AUDIT.APPT.REG.UPD,0.2,:,D,,Date,,,,Date,Date,,audit_appt_reg_upd,,,,,,,,
AUDIT.APPT.REG.UPD,0.3,:,T,,Time,,,,Time,Time,,audit_appt_reg_upd,,,,,,,,
AUDIT.APPT.REG.UPD,1.0,,X,,Patient URNO,,,,Patient URNO,Patient URNO,PATIENTS,audit_appt_reg_upd,patient_urno,,,,,,,
AUDIT.APPT.REG.UPD,2.0,,D,,Reg Upd Date,,,,Reg Upd Date,Reg Upd Date,,audit_appt_reg_upd,reg_upd_date,,,,,,,
AUDIT.APPT.REG.UPD,3.0,,X,,Screen ID,,,,Screen ID,Screen ID,,audit_appt_reg_upd,screen_id,,,,,,,
AUDIT.APPT.REG.UPD,4.0,,X,,Response Type,,,,Response Type,Response Type,,audit_appt_reg_upd,response_type,,,,,,,
AUST-SCOUT-SHEET,0.0,,X,,Sequential number (same as SCOUT-SHEET. AUST-SCOUT-SHEET cannot be viewed in TMS2.S53 unless a corresponding SCOUT-SHEET exists),TMS2.S53,1,Operation Register,Operation No.,Operation No.,,aust_scout_sheet,,,,,,,,
AUST-SCOUT-SHEET,1.0,,N,,CMB Code Counter,TMS2.S53,50,Operation Register,CMB Code Counter,CMB Code Counter,,aust_scout_sheet,cmb_code_counter,,,,,,,
AUST-SCOUT-SHEET,2.0,,X,M,CMB Code,TMS2.S53,51,Operation Register,CMB Code,CMB Code,TH-CMB,aust_scout_sheet,cmb_code,,,,,,,
AUTH-LEVELS,0.0,,X,,Authorisation level codes,TAC2.S2,1,Authorisation Levels,Authorisation Level,Authorisation Level,,auth_levels,,,,,,,,
AUTH-LEVELS,1.0,,X,,"Description of Authority Level. eg. TRUST MANAGER, NURSE, DOCTOR etc.",TAC2.S2,2,Authorisation Levels,Description,Description,,auth_levels,description,,,,,,,
AUTH-LEVELS,2.0,,X,,This Attr appears to be blank,,,,This Attr appears to be blank,This Attr appears to be blank,,auth_levels,this_attr_appears_to_be_blank,,,,,,,
AUTH-LEVELS,3.0,,A,M,"Filed By Date,Time,Who,Operator",TAC2.S2,,Authorisation Levels,Filed,Filed,OPERATORS,auth_levels,filed,,,,,,,
AUTH-PERS,0.0,,X,,Authority code,TAC2.S4,1,Authorised Personnel,Authorisation Code,Authorisation Code,,auth_pers,,,,,,,,
AUTH-PERS,1.0,,X,,Name of authorised person.,TAC2.S4,2,Authorised Personnel,Name,Name,,auth_pers,name,Y,,,,,,
AUTH-PERS,2.0,,X,,Authority level,TAC2.S4,3,Authorised Personnel,Authorisation Level,Authorisation Level,AUTH-LEVELS,auth_pers,authorisation_level,,,,,,,
AUTH-PERS,3.0,,X,,This attribute appears to be blank,,,,This attribute appears to be blank,This attribute appears to be blank,,auth_pers,this_attribute_appears_to_be_blank,,,,,,,
AUTH-PERS,4.0,,A,M,"Filed by Date,Time,Who,Operator",TAC2.S4,,Authorised Personnel,Filed,Filed,OPERATORS,auth_pers,filed,,,,,,,
AUTO-PURCHASE-REQ,0.0,,X,,Purchase Request No,,,,Internal Order No,Internal Order No,,auto_purchase_req,,,,,,,,
AUTO-PURCHASE-REQ,1.0,,X,M,Auto Purchase Order Number (MV as per code),,,,P/O No (or ASTX),P/O No (or *),,auto_purchase_req,p_o_no_or_astx,,,,,,,
AUTO-PURCHASE-REQ,2.0,,D,,(Date) Null,,,,Date,Date,,auto_purchase_req,date,,,,,,,
AUTO-PURCHASE-REQ,3.0,,X,,(Purchase Officer) Null,,,,P/Officer,P/Officer,,auto_purchase_req,p_officer,,,,,,,
AUTO-PURCHASE-REQ,4.0,,X,,(Supplier Code) Null,,,,Supplier Code,Supplier Code,SUPPLIER,auto_purchase_req,supplier_code,,,,,,,
AUTO-PURCHASE-REQ,5.0,,X,,(Req Number) Null,,,,Req Number,Req Number,,auto_purchase_req,req_number,,,,,,,
AUTO-PURCHASE-REQ,6.0,,X,,Store/Dept code,,,,Cost Centre,Cost Centre,DEPT,auto_purchase_req,cost_centre,,,,,,,
AUTO-PURCHASE-REQ,7.0,,X,,Stock Code,,,,Stock Code,Stock Code,STOCK,auto_purchase_req,stock_code,,,,,,,
AUTO-PURCHASE-REQ,8.0,,X,,(Conversion) Issue - Null,,,,Conversion,Conversion,,auto_purchase_req,conversion,,,,,,,
AUTO-PURCHASE-REQ,9.0,,X,,(Unit Conversion) Null,,,,Unit Conversion,Unit Conversion,,auto_purchase_req,unit_conversion,,,,,,,
AUTO-PURCHASE-REQ,10.0,,X,,Qty (Internal Units),,,,Qty (Internal),Qty (Internal),,auto_purchase_req,qty_internal,,,,,,,
AUTO-PURCHASE-REQ,11.0,,N4,,(Price) Supplier - Null,,,,Price (Supp),Price (Supp),,auto_purchase_req,price_supp,,,,,,,
AUTO-PURCHASE-REQ,12.0,,X,,Remarks,,,,Remarks,Remarks,,auto_purchase_req,remarks,,,,,,,
AUTO-PURCHASE-REQ,13.0,,X,,Expense code,,,,Expense Code,Expense Code,EXPENSE,auto_purchase_req,expense_code,,,,,,,
AUTO-PURCHASE-REQ,14.0,,X,,P.Req Status,,,,Purchase Request Status,Purchase Request Status,,auto_purchase_req,purchase_request_status,,,,,,,
AUTO-PURCHASE-REQ,15.0,,X,,Brandname,,,,Brand Name,Brand Name,,auto_purchase_req,brand_name,,,,,,,
AUTO-PURCHASE-REQ,16.0,,X,,,,,,,,,auto_purchase_req,attribute16,,,,,,,
AUTO-PURCHASE-REQ,17.0,,X,,,,,,,,,auto_purchase_req,attribute17,,,,,,,
AUTO-PURCHASE-REQ,18.0,,X,,Issue Units,,,,Issue Units,Issue Units,,auto_purchase_req,issue_units,,,,,,,
AUTO-PURCHASE-REQ,19.0,,X,,Part Number(Stock Item),,,,Part Number,Part Number,,auto_purchase_req,part_number,,,,,,,
AUTO-PURCHASE-REQ,20.0,,X,,TRANSFER item id,,,,Transfer Item ID,Transfer Item ID,TRANSFER,auto_purchase_req,transfer_item_id,,,,,,,
AUTO-PURCHASE-REQ,21.0,,X,,Issue Department,,,,Issue Department,Issue Department,,auto_purchase_req,issue_department,,,,,,,
AUTO-PURCHASE-REQ,22.0,,X,,Store Code,,,,Store Code,Store Code,,auto_purchase_req,store_code,,,,,,,
AUTO-PURCHASE-REQ,23.0,,N,,"STOCK/NON-STOCK FLAG 0=Non-stock item, 1=Stock item",,,,Stock/Non-Stock Flag,Stock/Non-Stock Flag,,auto_purchase_req,stock_non_stock_flag,,,,,,,
AUTO-PURCHASE-REQ,24.0,,X,,Default discount from the preferred supplier fo generated orders,,,,Disc,Disc,,auto_purchase_req,disc,,,,,,,
AUTO-PURCHASE-REQ,25.0,,N,,Settlement period (days),,,,Set Days,Set Days,,auto_purchase_req,set_days,,,,,,,
AUTO-PURCHASE-REQ,26.0,,X,,Freight details for purchase order,,,,Freight,Freight,,auto_purchase_req,freight,,,,,,,
BACKORDER,0.0,,X,,Department-Stock Number,,,,Department-Stock Number,Department-Stock Number,DEPT-STOCK,backorder,,,,,,,,
BACKORDER,1.0,,X,M,Original Transfer Number,,,,Original Transfer Number,Original Transfer Number,,backorder,original_transfer_number,,,,,,,
BACKORDER,2.0,,X,M,REC.DEPT Receiving Department,,,,Receiving Department,Receiving Department,,backorder,receiving_department,,,,,,,
BACKORDER,3.0,,X,M,DEL.POINT Delivery Point,,,,Delivery Point,Delivery Point,,backorder,delivery_point,,,,,,,
BACKORDER,4.0,,X,M,QUANTITY Quantity,,,,Quantity,Quantity,,backorder,quantity,,,,,,,
BACKORDER,5.0,,X,M,RECEIVED Received as Stock number,,,,Received as Stock number,Received as Stock number,,backorder,received_as_stock_number,,,,,,,
BACKORDER,6.0,,X,,Receiving Qty,,,,Receiving Qty,Receiving Qty,,backorder,receiving_qty,,,,,,,
BACKORDER,7.0,,X,,Comment,,,,Comment,Comment,,backorder,comment,,,,,,,
BACKORDER,8.0,,B,M,CANCELLED (Y/N)? Indicates when a Backorder has been cancelled,,,,Backorder cancelled,Backorder cancelled Y/N,,backorder,backorder_cancelled,,,,,,,
BACKORDER,9.0,,X,M,Imprest List Number,,,,Imprest List Number,Imprest List Number,IMPREST,backorder,imprest_list_number,,,,,,,
BACKORDER-AUDIT,0.0,,X,,Auto -number,,,,Audit ID,Audit ID,,backorder_audit,,,Audit File,,,,,
BACKORDER-AUDIT,1.0,,A,M,"Operator stamp date:,:time:,:who:,:operator",,,,Filed By,Filed By,OPERATORS,backorder_audit,filed_by,,Audit File,,,,,
BACKORDER-AUDIT,2.0,,X,,Item ID of BACKORDER,,,,Backorder ID,Backorder ID,BACKORDER,backorder_audit,backorder_id,,Audit File,,,,,
BACKORDER-AUDIT,3.0,,X,,"Attribute 3+ Old Attribute No"",""New Attribute Value",,,,Attribute 3+,"Attribute 3+ Old Attribute No"",""New Attribute Value",,backorder_audit,attribute_3,,Audit File,,,,,
BALSHEET,0.0,,X,,Generic of Described Item,ASR2.S8,1,BALANCE SHEET CLASS CODES,Balance Sheet Class Code,Balance Sheet Class Code,,balsheet,,,,,,,,
BALSHEET,1.0,,X,,Description of Item A,ASR2.S8,2,BALANCE SHEET CLASS CODES,Description,Description,,balsheet,description,,,,,,,
BALSHEET,2.0,,A,M,"Date,Time,Account,Operator",,,,Filed,Filed,OPERATORS,balsheet,filed,,,,,,,
BALSHEET,3.0,,D,,Cease Date,ASR2.S8,3,BALANCE SHEET CLASS CODES,Cease Date,Cease Date,,balsheet,cease_date,,,,,,,
BANK,0.0,,X,,Receipt Number,DEBT2.S102,1,Receipts,Receipt Number,Receipt Number,,bank,,,,,,,,
BANK,1.0,,X,M1,Payment Type Code CA-Cash  CH-Cheque  CC-Credit Card  DD-Direct Debit,DEBT2.S102,6,Receipts,Payment Type,Payment Type,HOSP.PAYM.TYPE,bank,payment_type,,,,,,,
BANK,2.0,,N2,M1,Amount for each of the Payment Types ,DEBT2.S102,7,Receipts,Amount,Amount,,bank,amount,,,,,,,
BANK,3.0,,X,M1,Card/Bank & Branch ,DEBT2.S102,10,Receipts,Card Type,Card Type,,bank,card_type,,,,,,,
BANK,4.0,,ZZZ,M1,Card/Cheque Number ,DEBT2.S102,8,Receipts,Cheque/Card No,Cheque/Card No,,bank,cheque_card_no,,,ZZZ,,,,
BANK,5.0,,X,M1,Drawer ,DEBT2.S102,11,Receipts,Drawer,Drawer,,bank,drawer,,,,,,,
BANK,6.0,,X,M,"Patient Identifier (uses key from TRANSACTIONS UR No-Adm No.:Transaction Type:Ledger Type:Sequential System No.. Sorted on order of URs manually enterred, then by sequential system number)",DEBT2.S102,2,Receipts,Transaction No,Patient Number,DAILY.TRANS,bank,transaction_no,,,,,,,
BANK,7.0,,N2,M,Patient Amounts ,,,,Patient Amounts ,Patient Amounts ,,bank,patient_amounts,,,,,,,
BANK,8.0,,A,M,Date&Time Stamp ,,,,Filed,Filed,OPERATORS,bank,filed,,,,,,,
BANK,9.0,,N2,M,"Total Amount ] Total Unposted Amount <9,1> = Total Amount <9,2> = Total Unposted Amount",,,,Total/Posted Amounts,Total/Posted Amounts,,bank,total_posted_amounts,,,,,,,
BANK,10.0,,D,M,Date receipt printed ,DEBT2.S102,4,Receipts,Date,Date,,bank,date,,,,,,,
BANK,11.0,,D,,Receipt creation date ,,,,Receipt creation date ,Receipt creation date ,,bank,receipt_creation_date,,,,,,,
BANK,12.0,,D,M,Expected Admission Date Used for deposits only; is displayed in the pre-admission deposit screen,DEBT2.S144,3,Pre-Admission Deposits/Refunds,Expected Admission Date,Expected Admission Date,,bank,expected_admission_date,,,,,,,
BANK,13.0,,X,M1,Bank Code ,DEBT2.S102,9,Receipts,Bank,Bank,HOSP.BANK,bank,bank,,,,,,,
BANK,14.0,,X,M1,Branch/Post Office ,DEBT2.S102,12,Receipts,Branch/P.O.,Branch/P.O.,,bank,branch_p_o,,,,,,,
BANK,15.0,,B,,CANCELLED FLAG ,,,,Cancelled Flag,Cancelled Flag,,bank,cancelled_flag,,,,,,,
BANK-CHQS,0.1,:,X,,3A-5A-5N Bank Account Ledger,GLS2.S78,1,BANK CHEQUES ENTRY,"Entity Code, Cost Centre, Account Item","Entity Code, Cost Centre, Account Item",LEDGER,bank_chqs,,,,,,,,
BANK-CHQS,0.2,:,X,,10N Cheque Number,GLS2.S78,4,BANK CHEQUES ENTRY,Number,Number,CHEQUES,bank_chqs,,,,,,,,
BANK-CHQS,1.0,,D,,CHEQUE DATE identifies the date that the cheque was drawn,GLS2.S78,5,BANK CHEQUES ENTRY,Date,Date,,bank_chqs,date,,,,,,,
BANK-CHQS,2.0,,N2,,CHEQUE AMOUNT identifies the total value of the cheque.,GLS2.S78,6,BANK CHEQUES ENTRY,Amount,Amount,,bank_chqs,amount,,,,,,,
BANK-CHQS,3.0,,B,,STOPPED FLAG identifies when a cheque has been cancelled (1=cancelled),GLS2.S78,7,BANK CHEQUES ENTRY,Flag,Flag,,bank_chqs,flag,,,,,,,
BANK-CHQS,4.0,,A,M,DATE-STAMP,,,,Filed,Filed,OPERATORS,bank_chqs,filed,,,,,,,
BANK-CHQS,5.0,,X,,COMMENT identifies any comments relating to the cheque.,GLS2.S78,8,BANK CHEQUES ENTRY,Comments,Comments,,bank_chqs,comments,,,,,,,
BASIS.DIAG.CODES,0.0,,X,,Basis of Diagnosis Code,REC2.S44,1,Basis of Diagnosis Codes,Basis of Diagnosis Code,Basis of Diagnosis Code,,basis_diag_codes,,,Reference File,,,,,
BASIS.DIAG.CODES,1.0,,A,M,"Date, Time, Who, Operator",REC2.S44,,Basis of Diagnosis Codes,Filed,Filed,OPERATORS,basis_diag_codes,filed,,Reference File,,,,,
BASIS.DIAG.CODES,2.0,,X,,Description,REC2.S44,2,Basis of Diagnosis Code,Description,Description,,basis_diag_codes,description,,Reference File,,,,,
BASIS.DIAG.CODES,3.0,,B,,"Clinical? 1 = Yes, 0 = No",REC2.S44,3,Basis of Diagnosis Code,Clinical?,Clinical?,,basis_diag_codes,clinical,,Reference File,,,,,
BATCH-HEADER,0.0,,X,,Batch Number,,,,Batch Number,Batch Number,,batch_header,,,,,,,,
BATCH-HEADER,1.0,,A,M,"Date,Time,PLID,Operator",,,,Filed,Filed,OPERATORS,batch_header,filed,,,,,,,
BATCH-HEADER,2.0,,N2,,Batch Total,,,,Batch Total,Batch Total,,batch_header,batch_total,,,,,,,
BATCH-HEADER,3.0,,X,,Transaction Type,,,,Transaction Type,Transaction Type,GLS.TRANS.TYPE,batch_header,transaction_type,,,,,,,
BATCH-HEADER,4.0,,N,,"Maximum transaction number (Usually equal to number of transactions, not always).",,,,Maximum transaction number,Maximum transaction number,,batch_header,maximum_transaction_number,,,,,,,
BATCH-HEADER,5.0,,X,,Interface module code,,,,Interface module code,Interface module code,,batch_header,interface_module_code,,,,,,,
BATCH-HEADER,6.0,,X,,Journal type for batch S = Standing Journal E = End-Of-Year Journal,,,,Journal type,Journal type,,batch_header,journal_type,,,,,,,
BATCH-HEADER,7.0,,N,,Batch Extraction Run Number (Finance 1),,,,Batch Extraction Run No,Batch Extraction Run No,,batch_header,batch_extraction_run_no,,,,,,,
BATCH-HEADER,8.0,,A,,Batch Extraction Date Time Stamp (Finance 1),,,,Batch Extraction Date Time Stamp,Batch Extraction Date Time Stamp,,batch_header,batch_extraction_date_time_stamp,,,,,,,
BATCH-HEADER,9.0,,X,,Source Type (Finance 1 Batch Extraction),,,,Source Type,Source Type,,batch_header,source_type,,,,,,,
BATCH-HEADER,10.0,,X,,Flag to indicate batch created before Finance 1 Batch Extraction enhancement (1=b/4 enhancement; null=after enhancement),,,,Batch creation Flag,Batch creation Flag,,batch_header,batch_creation_flag,,,,,,,
BIRTHS,0.0,,X,,Admission Number (verified by ADMISSIONS),ADM2.S20,1,Birth Registration,Mother's Number,Mother's Number,,births,,,,,,,,
BIRTHS,1.0,,A,M,Filed By information (Date Time Who Operator),ADM2.S20,,Birth Registration,Filed,Filed,OPERATORS,births,filed,,,,,,,
BIRTHS,2.0,,N,,No of Babies ,ADM2.S20,2,Birth Registration,Number of Babies,Baby Number,,births,number_of_babies,,,,,,,
BIRTHS,3.0,,D,M1,Birth Dates ,ADM2.S20,6,Birth Registration,Date of Birth,Date of Birth,,births,date_of_birth,,,,,,,
BIRTHS,4.0,,T,M1,Birth Times ,ADM2.S20,7,Birth Registration,Time of Birth,Time of Birth,,births,time_of_birth,,,,,,,
BIRTHS,5.0,,X,M1,Sex of Baby,ADM2.S20,8,Birth Registration,Sex of Baby,Sex of Baby,,births,sex_of_baby,,,,,,,
BIRTHS,6.0,,X,M1,Birth Type (used to be Live/Stillborn),ADM2.S20,15,Birth Registration,Birth Type,Birth Type,ADM.BIRTH.TYPE,births,birth_type,,,,,,,
BIRTHS,7.0,,X,M1,Full term/Premature ,,,,Full term/Premature ,Full term/Premature ,,births,full_term_premature,,,,,,,
BIRTHS,8.0,,N,M1,Gestation Period (weeks.days) ,ADM2.S20,10,Birth Registration,Gestation Period (weeks Days),Gestation,,births,gestation_period_weeks_days,,,,,,,
BIRTHS,9.0,,X,M1,Delivery Type ,ADM2.S20,17,Birth Registration,Delivery Method,Delivery Method,ADM.DELIV.METHODS,births,delivery_method,,,,,,,
BIRTHS,10.0,,N,M1,Weight in Grams ,ADM2.S20,14,Birth Registration,Birth Weight,Birth Weight,,births,birth_weight,,,,,,,
BIRTHS,11.0,,X,M1,Baby Patient No's (ADM2) ,ADM2.S20,3,Birth Registration,Baby's Number,Baby's Number,,births,baby_s_number,,,,,,,
BIRTHS,12.0,,X,M1,Birth Facility Code ,ADM2.S20,9,Birth Registration,Birth Facility,Birth Facility,ADM.BIRTH.FACILITY,births,birth_facility,,,,,,,
BIRTHS,13.0,,X,M1,Surnames ,ADM2.S20,4,Birth Registration,Family Name,Family Name,,births,family_name,,,,,,,
BIRTHS,14.0,,X,M1,Given Names ,ADM2.S20,5,Birth Registration,Given Names,Given Names,,births,given_names,,,,,,,
BIRTHS,15.0,,X,M1,Estimated Respirations ,ADM2.S20,11,Birth Registration,Established Resps.,Established Resps.,,births,established_resps,,,,,,,
BIRTHS,16.0,,N,M1,Apgar @ 1 minute ,ADM2.S20,12,Birth Registration,Apgar @ 1 Min.,Apgar @ 1 Min.,,births,apgar_1_min,,,,,,,
BIRTHS,17.0,,N,M1,Apgar @ 5 minutes ,ADM2.S20,13,Birth Registration,Apgar @ 5 Min.,Apgar @ 5 Min.,,births,apgar_5_min,,,,,,,
BIRTHS,18.0,,X,M1,Other (Comments),ADM2.S20,19,Birth Registration,Other Comments,Other,,births,other_comments,,,,,,,
BIRTHS,19.0,,X,M1,Presentation ,ADM2.S20,16,Birth Registration,Presentation,Presentation,ADM.PRESENTATION,births,presentation,,,,,,,
BIRTHS,20.0,,X,M1,Resuscitation ,ADM2.S20,18,Birth Registration,Resuscitation,Resuscitation,ADM.RESUSCITATION,births,resuscitation,,,,,,,
BIRTHS,21.0,,X,M1,Research ,ADM2.S20,20,Birth Registration,Research,Research,ADM.RESEARCH,births,research,,,,,,,
BIRTHS,22.0,,X,,Designation of Accoucher (Used in NZ),,,,Designation of Accoucher (NZ),Designation of Accoucher (NZ),,births,designation_of_accoucher_nz,,,,,,,
BIRTHS,23.0,,X,M,Accoucher - Person who delivered the baby (Used in NZ) ,,,,Accoucher (NZ) ,Accoucher (NZ) ,,births,accoucher_nz,,,,,,,
